postal_code,region
9565,Intermediate Area
9566,Intermediate Area
9567,City
9568,Intermediate Area
9569,Intermediate Area
9570,City
9571,Country
9572,Intermediate Area
9573,Country
9574,Country
9575,City
9576,Country
9577,City
9578,City
9579,City
9580,Country
9581,Intermediate Area
9582,Country
9583,City
9584,City
9585,City
9586,City
9587,City
9588,Country
9589,City
9590,City
9591,Intermediate Area
9592,City
9593,Intermediate Area
9594,Country
9595,City
9596,Intermediate Area
9597,Country
9598,City
9599,City
9600,City
9601,Intermediate Area
9602,City
9603,Country
9604,Country
9605,Country
9606,Country
9607,Intermediate Area
9608,Country
9609,Intermediate Area
9610,Intermediate Area
9611,City
9612,City
9613,City
9614,Intermediate Area
9615,Country
9616,Intermediate Area
9617,City
9618,Intermediate Area
9619,City
9620,City
9621,Country
9622,Country
9623,City
9624,Intermediate Area
9625,Country
9626,Intermediate Area
9627,Intermediate Area
9628,Country
9629,City
9630,Intermediate Area
9631,City
9632,Intermediate Area
9633,Country
9634,City
9635,City
9636,Intermediate Area
9637,City
9638,City
9639,City
9640,Country
9641,Intermediate Area
9642,City
9643,Country
9644,Country
9645,City
9646,Intermediate Area
9647,City
9648,Intermediate Area
9649,Intermediate Area
9650,Intermediate Area
9651,Country
9652,Intermediate Area
9653,Country
9654,Intermediate Area
9655,City
9656,Intermediate Area
9657,City
9658,City
9659,Country
9660,Country
9661,City
9662,Country
9663,Country
9664,City
9665,Country
9666,City
9667,Intermediate Area
9668,Country
9669,Intermediate Area
9670,Country
9671,City
9672,Country
9673,City
9674,City
9675,City
9676,Intermediate Area
9677,City
9678,Country
9679,Country
9680,Country
9681,Country
9682,Intermediate Area
9683,Country
9684,City
9685,Country
9686,Intermediate Area
9687,City
9688,City
9689,Country
9690,Country
9691,Intermediate Area
9692,Country
9693,Intermediate Area
9694,City
9695,Intermediate Area
9696,City
9697,Country
9698,Intermediate Area
9699,City
9700,City
9701,Country
9702,City
9703,Intermediate Area
9704,City
9705,Intermediate Area
9706,Country
9707,City
9708,Intermediate Area
9709,Country
9710,City
9711,Country
9712,City
9713,Country
9714,City
9715,Country
9716,Country
9717,Country
9718,Country
9719,City
9720,City
9721,Intermediate Area
9722,Intermediate Area
9723,Country
9724,City
9725,Intermediate Area
9726,Intermediate Area
9727,Country
9728,Intermediate Area
9729,Country
9730,Country
9731,Country
9732,Intermediate Area
9733,Intermediate Area
9734,Intermediate Area
9735,Country
9736,Country
9737,Intermediate Area
9738,Country
9739,Country
9740,Intermediate Area
9741,Intermediate Area
9742,Country
9743,Country
9744,Intermediate Area
9745,City
9746,Country
9747,City
9748,Country
9749,City
9750,Country
9751,City
9752,City
9753,City
9754,City
9755,Intermediate Area
9756,City
9757,City
9758,Country
9759,City
9760,City
9761,City
9762,Intermediate Area
9763,Country
9764,Country
9765,Intermediate Area
9766,Country
9767,City
9768,Country
9769,City
9770,Intermediate Area
9771,Intermediate Area
9772,Country
9773,Intermediate Area
9774,Intermediate Area
9775,Country
9776,City
9777,City
9778,Intermediate Area
9779,City
9780,City
9781,Country
9782,Intermediate Area
9783,City
9784,Intermediate Area
9785,Country
9786,Intermediate Area
9787,Intermediate Area
9788,Intermediate Area
9789,City
9790,City
9791,Country
9792,Country
9793,City
9794,Country
9795,Country
9796,City
9797,Country
9798,Country
9799,Country
9800,City
9801,Intermediate Area
9802,Country
9803,Country
9804,City
9805,City
9806,Intermediate Area
9807,Country
9808,Intermediate Area
9809,City
9810,Intermediate Area
9811,Intermediate Area
9812,City
9813,Intermediate Area
9814,City
9815,Country
9816,City
9817,Country
9818,Intermediate Area
9819,Intermediate Area
9820,Intermediate Area
9821,Intermediate Area
9822,Intermediate Area
9823,Intermediate Area
9824,Country
9825,City
9826,Country
9827,City
9828,Country
9829,City
9830,Country
9831,Intermediate Area
9832,Country
9833,Country
9834,City
9835,Intermediate Area
9836,City
9837,Intermediate Area
9838,Intermediate Area
9839,City
9840,City
9841,Intermediate Area
9842,Intermediate Area
9843,City
9844,Country
9845,Intermediate Area
9846,Country
9847,Intermediate Area
9848,Country
9849,Country
9850,Country
9851,Country
9852,Country
9853,City
9854,Intermediate Area
9855,City
9856,Intermediate Area
9857,Country
9858,City
9859,Country
9860,Country
9861,City
9862,Country
9863,Intermediate Area
9864,Intermediate Area
9865,Country
9866,City
9867,Intermediate Area
9868,Intermediate Area
9869,Country
9870,City
9871,Intermediate Area
9872,Intermediate Area
9873,Country
9874,Country
9875,Country
9876,City
9877,Country
9878,Country
9879,City
9880,Country
9881,Intermediate Area
9882,Country
9883,Country
9884,Intermediate Area
9885,Intermediate Area
9886,Intermediate Area
9887,City
9888,Intermediate Area
9889,Intermediate Area
9890,Intermediate Area
9891,Country
9892,City
9893,Intermediate Area
9894,Country
9895,City
9896,City
9897,Intermediate Area
9898,Country
9899,City
9900,Country
9901,Country
9902,Country
9903,Intermediate Area
9904,City
9905,Country
9906,Intermediate Area
9907,Country
9908,Country
9909,City
9910,Intermediate Area
9911,Country
9912,Country
9913,Intermediate Area
9914,Intermediate Area
9915,Country
9916,Intermediate Area
9917,Intermediate Area
9918,Country
9919,City
9920,Country
9921,City
9922,Country
9923,City
9924,City
9925,Country
9926,Intermediate Area
9927,Country
9928,Intermediate Area
9929,Country
9930,Intermediate Area
9931,Intermediate Area
9932,City
9933,City
9934,Country
9935,City
9936,Country
9937,City
9938,Intermediate Area
9939,Country
9940,Intermediate Area
9941,City
9942,Country
9943,Country
9944,Intermediate Area
9945,City
9946,Intermediate Area
9947,City
9948,Intermediate Area
9949,Country
9950,Country
9951,Country
9952,Country
9953,Country
9954,City
9955,Intermediate Area
9956,City
9957,Country
9958,Country
9959,Intermediate Area
9960,City
9961,City
9962,Intermediate Area
9963,Country
9964,City
9965,City
9966,Intermediate Area
9967,City
9968,Country
9969,Country
9970,Intermediate Area
9971,Intermediate Area
9972,Intermediate Area
9973,Intermediate Area
9974,City
9975,Country
9976,Country
9977,Intermediate Area
9978,Intermediate Area
9979,Country
9980,Country
9981,Country
9982,City
9983,Country
9984,Intermediate Area
9985,Country
9986,Country
9987,Intermediate Area
9988,Country
9989,Country
9990,City
9991,Country
9992,Intermediate Area
9993,Country
9994,Country
9995,Intermediate Area
9996,City
9997,City
9998,City
